0.138,0.147,0.107,0.103,0.096,0.084,0.059,0.053,0.042,0.036,0.027,0.028,0.015,0.01,0.013,0.008,0.005,0.006,0.008,0.001,0.001,0.004,0.001,0.003,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
0.059,0.053,0.069,0.071,0.073,0.089,0.058,0.089,0.073,0.049,0.05,0.051,0.037,0.031,0.027,0.016,0.017,0.008,0.012,0.013,0.013,0.007,0.01,0.003,0.006,0.005,0.003,0.003,0,0.003,0,0,0.002,0,0,0,0,0,0,0,0,0
0.226,0.17,0.168,0.094,0.089,0.064,0.05,0.031,0.027,0.015,0.018,0.01,0.008,0.011,0.004,0.005,0.001,0.002,0,0.002,0,0,0,0,0.001,0.001,0.001,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0
0.135,0.127,0.113,0.115,0.088,0.067,0.078,0.053,0.038,0.031,0.022,0.033,0.023,0.021,0.008,0.011,0.008,0.005,0.005,0.004,0.001,0.004,0.003,0.003,0.001,0.001,0,0,0,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0
0.108,0.092,0.099,0.093,0.082,0.083,0.072,0.082,0.059,0.039,0.04,0.028,0.019,0.016,0.023,0.008,0.007,0.011,0.008,0.004,0.006,0.005,0.004,0.003,0,0.003,0.002,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0.001,0,0
0.067,0.095,0.071,0.087,0.092,0.078,0.082,0.076,0.068,0.054,0.05,0.029,0.033,0.02,0.018,0.019,0.013,0.01,0.005,0.006,0.003,0.005,0.001,0.004,0.002,0,0.004,0.001,0.002,0.003,0,0,0,0,0,0.001,0,0.001,0,0,0,0
0.014,0.025,0.028,0.026,0.035,0.035,0.042,0.053,0.05,0.048,0.059,0.07,0.041,0.047,0.054,0.054,0.051,0.028,0.025,0.034,0.025,0.022,0.021,0.017,0.014,0.011,0.014,0.004,0.004,0.007,0.006,0.002,0.007,0.008,0.009,0.001,0.004,0.001,0.002,0.002,0,0
0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0.002,0.001,0.003,0.001,0,0.003,0.006,0.005,0.007,0.004,0.005,0.009,0.009,0.015,0.011,0.019,0.019,0.027,0.031,0.044,0.056,0.077,0.092,0.08,0.101,0.106,0.104,0.09,0.071
0,0,0,0,0,0.001,0,0,0.001,0.001,0,0.001,0.003,0.002,0.001,0.002,0.003,0.009,0.003,0.006,0.011,0.014,0.01,0.017,0.019,0.017,0.024,0.034,0.043,0.048,0.053,0.052,0.066,0.063,0.068,0.088,0.071,0.059,0.056,0.059,0.056,0.039
0.002,0.005,0.003,0.006,0.004,0.005,0.007,0.007,0.015,0.018,0.02,0.015,0.023,0.013,0.023,0.042,0.035,0.044,0.051,0.047,0.06,0.06,0.05,0.051,0.052,0.039,0.044,0.039,0.032,0.026,0.027,0.025,0.018,0.019,0.019,0.01,0.018,0.011,0.003,0.006,0.003,0.003
0.001,0,0.002,0.004,0.002,0.004,0.005,0.005,0.006,0.007,0.006,0.009,0.006,0.009,0.007,0.023,0.015,0.028,0.019,0.021,0.031,0.047,0.032,0.058,0.035,0.058,0.054,0.057,0.061,0.059,0.052,0.054,0.037,0.037,0.03,0.027,0.022,0.017,0.02,0.013,0.011,0.009
