0.018,0.016,0.033,0.031,0.033,0.035,0.047,0.034,0.042,0.036,0.039,0.032,0.028,0.043,0.043,0.028,0.034,0.036,0.025,0.027,0.031,0.033,0.024,0.018,0.023,0.023,0.008,0.023,0.018,0.02,0.015,0.016,0.012,0.01,0.016,0.011,0.006,0.005,0.005,0.005,0.012,0.006
0.039,0.031,0.039,0.043,0.039,0.043,0.039,0.038,0.051,0.044,0.03,0.031,0.047,0.039,0.043,0.031,0.037,0.032,0.035,0.02,0.035,0.022,0.021,0.027,0.012,0.015,0.017,0.017,0.008,0.012,0.01,0.009,0.004,0.007,0.007,0.005,0.003,0.006,0.003,0.004,0.004,0.001
0.004,0.008,0.009,0.011,0.005,0.016,0.009,0.009,0.021,0.02,0.027,0.022,0.03,0.027,0.027,0.033,0.037,0.044,0.039,0.032,0.043,0.047,0.042,0.038,0.04,0.03,0.039,0.032,0.033,0.03,0.03,0.034,0.023,0.022,0.015,0.012,0.011,0.014,0.015,0.008,0.005,0.007
0.006,0.013,0.004,0.013,0.011,0.013,0.014,0.013,0.013,0.02,0.021,0.02,0.018,0.028,0.031,0.025,0.041,0.024,0.035,0.044,0.026,0.037,0.043,0.051,0.041,0.048,0.034,0.046,0.027,0.04,0.033,0.021,0.029,0.016,0.021,0.02,0.016,0.013,0.014,0.006,0.007,0.004
0,0,0.003,0,0.006,0.003,0.002,0.003,0.002,0.004,0.005,0.012,0.015,0.008,0.01,0.01,0.012,0.022,0.021,0.02,0.019,0.025,0.027,0.026,0.032,0.04,0.041,0.042,0.04,0.061,0.046,0.042,0.056,0.047,0.058,0.051,0.048,0.043,0.027,0.031,0.021,0.019
0.005,0.007,0.008,0.012,0.004,0.011,0.013,0.016,0.02,0.016,0.024,0.028,0.019,0.024,0.03,0.03,0.041,0.029,0.033,0.045,0.039,0.042,0.046,0.039,0.033,0.032,0.041,0.035,0.035,0.029,0.019,0.036,0.021,0.025,0.017,0.016,0.015,0.022,0.015,0.012,0.012,0.004
0.009,0.017,0.018,0.018,0.016,0.021,0.031,0.031,0.03,0.043,0.04,0.034,0.04,0.032,0.039,0.032,0.033,0.036,0.033,0.037,0.033,0.022,0.028,0.03,0.023,0.029,0.024,0.02,0.028,0.02,0.019,0.01,0.021,0.018,0.009,0.016,0.011,0.015,0.01,0.007,0.008,0.009
0.003,0.002,0.005,0.002,0.003,0.003,0.009,0.001,0.005,0.005,0.007,0.01,0.007,0.011,0.007,0.012,0.017,0.02,0.02,0.018,0.023,0.024,0.029,0.05,0.042,0.043,0.046,0.044,0.05,0.047,0.044,0.058,0.044,0.05,0.046,0.042,0.031,0.023,0.028,0.026,0.021,0.022
0.001,0.005,0.004,0.005,0.004,0.007,0.007,0.009,0.009,0.013,0.01,0.012,0.01,0.015,0.02,0.015,0.023,0.027,0.029,0.026,0.036,0.035,0.023,0.042,0.043,0.043,0.048,0.05,0.037,0.046,0.032,0.04,0.04,0.031,0.03,0.041,0.033,0.025,0.024,0.021,0.02,0.009
0.001,0,0.001,0.003,0.001,0,0,0,0,0,0.003,0,0.002,0.005,0.002,0.004,0.007,0.004,0.005,0.005,0.012,0.015,0.017,0.018,0.017,0.023,0.035,0.025,0.031,0.037,0.046,0.053,0.053,0.076,0.071,0.082,0.067,0.075,0.062,0.062,0.05,0.03
0.018,0.027,0.032,0.022,0.028,0.034,0.037,0.047,0.037,0.037,0.047,0.039,0.033,0.054,0.035,0.039,0.042,0.027,0.031,0.037,0.031,0.026,0.025,0.027,0.025,0.019,0.021,0.013,0.02,0.015,0.011,0.009,0.012,0.011,0.005,0.007,0.002,0.007,0.003,0.006,0.002,0
0.001,0.002,0.002,0.001,0.002,0.002,0.003,0.003,0.001,0.003,0.004,0.007,0.006,0.006,0.008,0.011,0.012,0.013,0.012,0.025,0.023,0.022,0.021,0.017,0.035,0.041,0.046,0.041,0.049,0.053,0.066,0.057,0.063,0.064,0.049,0.055,0.054,0.035,0.03,0.019,0.021,0.015
0,0,0,0,0.001,0,0.001,0,0,0.001,0.001,0.004,0,0.007,0.007,0.002,0.004,0.008,0.002,0.005,0.007,0.003,0.004,0.011,0.02,0.018,0.016,0.022,0.024,0.035,0.048,0.05,0.053,0.082,0.064,0.083,0.104,0.101,0.064,0.065,0.053,0.03
0.009,0.013,0.009,0.014,0.02,0.018,0.013,0.023,0.016,0.029,0.028,0.026,0.028,0.037,0.026,0.042,0.03,0.042,0.045,0.021,0.04,0.039,0.042,0.034,0.047,0.029,0.036,0.029,0.036,0.021,0.022,0.017,0.023,0.014,0.011,0.019,0.007,0.018,0.009,0.01,0.004,0.004
